0.000000000000000000e+00 6.942688552853788497e-01 0.000000000000000000e+00
5.413636892161176328e-02 7.163594287428745044e-01 0.000000000000000000e+00
1.082727378432235266e-01 7.793423522585488650e-01 0.000000000000000000e+00
1.624091067648352760e-01 8.582556384337450828e-01 0.000000000000000000e+00
2.165454756864470531e-01 9.309005463943651471e-01 0.000000000000000000e+00
2.706818446080588303e-01 9.778978720776415612e-01 0.000000000000000000e+00
3.248182135296705519e-01 9.832400774577781943e-01 0.000000000000000000e+00
3.789545824512823291e-01 9.842892020067453007e-01 0.000000000000000000e+00
4.330909513728941063e-01 9.856076737256240783e-01 0.000000000000000000e+00
4.872273202945058834e-01 9.873080711614854454e-01 0.000000000000000000e+00
5.413636892161176606e-01 9.889482671680700498e-01 0.000000000000000000e+00
5.955000581377294377e-01 9.907957839147684131e-01 0.000000000000000000e+00
6.496364270593411039e-01 9.925686547156787887e-01 0.000000000000000000e+00
7.037727959809528810e-01 9.941919418165799938e-01 0.000000000000000000e+00
7.579091649025646582e-01 9.959177462530214298e-01 0.000000000000000000e+00
8.120455338241764354e-01 9.973717745285207714e-01 0.000000000000000000e+00
8.661819027457882125e-01 9.984501839436792370e-01 0.000000000000000000e+00
9.203182716673999897e-01 9.991299007121985376e-01 0.000000000000000000e+00
9.744546405890117668e-01 9.998208512146297133e-01 0.000000000000000000e+00
1.028591009510623433e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.082727378432235321e+00 9.999904762084578236e-01 0.000000000000000000e+00
1.136863747353846987e+00 9.998071282635765389e-01 0.000000000000000000e+00
1.191000116275458875e+00 9.995644100053530101e-01 0.000000000000000000e+00
1.245136485197070542e+00 9.990337273197900103e-01 0.000000000000000000e+00
1.299272854118682208e+00 9.984634595038089921e-01 0.000000000000000000e+00
1.353409223040294096e+00 9.977380133117722538e-01 0.000000000000000000e+00
1.407545591961905762e+00 9.971048784484791705e-01 0.000000000000000000e+00
1.461681960883517650e+00 9.964799320541899430e-01 0.000000000000000000e+00
1.515818329805129316e+00 9.958257198123594556e-01 0.000000000000000000e+00
1.569954698726741205e+00 9.951542006192475309e-01 0.000000000000000000e+00
1.624091067648352871e+00 9.945453554554242181e-01 0.000000000000000000e+00
1.678227436569964759e+00 9.939831016026112742e-01 0.000000000000000000e+00
1.732363805491576425e+00 9.935460995049820720e-01 0.000000000000000000e+00
1.786500174413188091e+00 9.931009242833127582e-01 0.000000000000000000e+00
1.840636543334799979e+00 9.926425463510584191e-01 0.000000000000000000e+00
1.894772912256411646e+00 9.923493476297154947e-01 0.000000000000000000e+00
1.948909281178023534e+00 9.920317428075949850e-01 0.000000000000000000e+00
2.003045650099635200e+00 9.918500030395454026e-01 0.000000000000000000e+00
2.057182019021246866e+00 9.915203862090935516e-01 0.000000000000000000e+00
2.111318387942858976e+00 9.913600306616667801e-01 0.000000000000000000e+00
2.165454756864470642e+00 9.912334881615583182e-01 0.000000000000000000e+00
2.219591125786082308e+00 9.910864208723140223e-01 0.000000000000000000e+00
2.273727494707693975e+00 9.910119657029762275e-01 0.000000000000000000e+00
2.327863863629305641e+00 9.909370411540058265e-01 0.000000000000000000e+00
2.382000232550917751e+00 9.909027047559537671e-01 0.000000000000000000e+00
2.436136601472529417e+00 9.909322926077461791e-01 0.000000000000000000e+00
2.490272970394141083e+00 9.910045435795339364e-01 0.000000000000000000e+00
2.544409339315752749e+00 9.908740157878432875e-01 0.000000000000000000e+00
2.598545708237364416e+00 9.908992167059356149e-01 0.000000000000000000e+00
2.652682077158976526e+00 9.909013501362740062e-01 0.000000000000000000e+00
2.706818446080588192e+00 9.909542281030851996e-01 0.000000000000000000e+00
2.760954815002199858e+00 9.910062481775007148e-01 0.000000000000000000e+00
