0.000000000000000000e+00 8.372606452484063766e-01
1.222855645795000281e-03 8.476604670367384742e-01
2.445711291590000561e-03 9.114541475036839202e-01
3.668566937385001059e-03 1.019031259722368965e+00
4.891422583180001123e-03 1.124983824340178629e+00
6.114278228975001186e-03 1.215016407282713429e+00
7.337133874770002118e-03 1.278772037812439422e+00
8.559989520565001314e-03 1.298760740056228213e+00
9.782845166360002245e-03 1.299004022346372134e+00
1.100570081215500318e-02 1.299242326888965238e+00
1.222855645795000237e-02 1.299207614711985759e+00
1.345141210374500330e-02 1.299240884386920092e+00
1.467426774954000424e-02 1.299293315143207339e+00
1.589712339533500343e-02 1.299403983515028393e+00
1.711997904113000263e-02 1.299473620761119053e+00
1.834283468692500529e-02 1.299701881837398432e+00
1.956569033272000449e-02 1.299735913631395734e+00
2.078854597851500369e-02 1.299991295235355837e+00
2.201140162431000635e-02 1.300002055016594049e+00
2.323425727010500555e-02 1.300103491726600557e+00
2.445711291590000475e-02 1.300325770746771248e+00
2.567996856169500741e-02 1.300464769701463963e+00
2.690282420749000661e-02 1.300651957675652559e+00
2.812567985328500580e-02 1.300709566290166208e+00
2.934853549908000847e-02 1.300890622304615496e+00
3.057139114487500767e-02 1.301017157400901070e+00
3.179424679067000686e-02 1.301141828082505780e+00
3.301710243646500953e-02 1.301328507007486479e+00
3.423995808226000526e-02 1.301511119553572238e+00
3.546281372805500792e-02 1.301673249316430026e+00
3.668566937385001059e-02 1.301711953788532439e+00
3.790852501964500632e-02 1.301980378277370232e+00
3.913138066544000898e-02 1.302051628278393602e+00
4.035423631123501165e-02 1.302130643073858618e+00
4.157709195703000737e-02 1.302186509495470768e+00
4.279994760282501004e-02 1.302410538814304353e+00
4.402280324862001271e-02 1.302582451874893188e+00
4.524565889441500843e-02 1.302644177457158214e+00
4.646851454021001110e-02 1.302709749786174154e+00
4.769137018600501376e-02 1.302736073063145206e+00
4.891422583180000949e-02 1.302863104894146584e+00
5.013708147759501216e-02 1.302850871986487080e+00
5.135993712339001482e-02 1.302995670269454287e+00
5.258279276918501055e-02 1.302949297660210393e+00
5.380564841498001322e-02 1.303035866463453374e+00
5.502850406077501588e-02 1.303083528604628283e+00
5.625135970657001161e-02 1.303083983576000859e+00
5.747421535236501428e-02 1.303273510703219618e+00
5.869707099816001694e-02 1.303187496307366411e+00
5.991992664395501267e-02 1.303346248789201356e+00
6.114278228975001533e-02 1.303145783244366029e+00
6.236563793554501106e-02 1.303253989329199447e+00
6.358849358134001373e-02 1.303162743398015300e+00
6.481134922713500945e-02 1.303163615597040303e+00
6.603420487293001906e-02 1.303110090125455311e+00
6.725706051872501479e-02 1.303061482628261381e+00
6.847991616452001051e-02 1.303062621609580418e+00
6.970277181031502012e-02 1.302902179701565633e+00
7.092562745611001584e-02 1.302846627752674014e+00
7.214848310190501157e-02 1.302718546059795202e+00
7.337133874770002118e-02 1.302717066730697759e+00
7.459419439349501690e-02 1.302614840258767615e+00
7.581705003929001263e-02 1.302451629012896239e+00
7.703990568508502224e-02 1.302500926156815897e+00
7.826276133088001796e-02 1.302284135692841183e+00
7.948561697667501369e-02 1.302199785367669671e+00
8.070847262247002329e-02 1.302195151498091175e+00
8.193132826826501902e-02 1.302021204563097667e+00
8.315418391406001475e-02 1.301879650117363951e+00
8.437703955985502435e-02 1.301970191151987422e+00
8.559989520565002008e-02 1.301644702805674347e+00
8.682275085144501581e-02 1.301353796458714074e+00
8.804560649724002541e-02 1.301293480516978907e+00
8.926846214303502114e-02 1.301208976727788569e+00
9.049131778883001687e-02 1.300983464630288022e+00
9.171417343462502647e-02 1.300850788113012468e+00
9.293702908042002220e-02 1.300865351960772021e+00
